INDEX,MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,START_DATE,END_DATE,MEMBERSHIP_STATUS
7935,A07940,12,1000000,M,M,3999996,2,TYPE-B,63,2,SEMI-ANNUAL,1355055,20130131,,INFORCE
5615,A05618,12,132678.08,M,M,499992,1,TYPE-A,66,1,QUARTERLY,1132655,20110329,20120127,CANCELLED
1583,A01584,50,100000,M,M,399996,1,TYPE-B,34,2,SEMI-ANNUAL,546366,20090331,,INFORCE
1412,A01413,17,100000,M,M,500004,1,TYPE-B,37,2,ANNUAL,378422,20090331,,INFORCE
4429,A04431,51,100000,S,F,3000000,1,TYPE-B,44,0,SEMI-ANNUAL,343344,20100817,,INFORCE
10240,A10245,81,105000.06,,M,849996,1,TYPE-A,57,0,ANNUAL,624811,20131118,,INFORCE
2256,A02257,42,209359.99,M,M,3800004,1,TYPE-B,37,3,ANNUAL,62822,20091116,,INFORCE
7223,A07228,17,113815.08,M,F,300000,2,TYPE-A,45,2,MONTHLY,348355,20120731,,INFORCE
2212,A02213,17,100000,S,M,1149996,1,TYPE-B,40,0,ANNUAL,579922,20091015,20111214,CANCELLED
2622,A02623,27,100000,M,M,350004,1,TYPE-B,29,2,ANNUAL,587177,20091231,20110226,CANCELLED
5718,A05721,64,100000.1,M,M,174996,1,TYPE-A,40,1,ANNUAL,1145944,20110420,,INFORCE
3624,A03626,12,100000,M,M,900000,1,TYPE-B,42,2,ANNUAL,887266,20100331,,INFORCE
4614,A04617,54,100000,M,M,450000,1,TYPE-B,40,2,ANNUAL,600466,20100831,20111027,CANCELLED
9313,A09318,22,160001.92,M,M,600000,1,TYPE-A,51,2,QUARTERLY,347811,20130716,20131115,CANCELLED
463,A00464,17,100000,S,M,999996,1,TYPE-B,29,0,ANNUAL,99544,20080429,20110627,CANCELLED
1754,A01755,41,100000,W,F,,4,TYPE-B,43,0,ANNUAL,343344,20090608,,INFORCE
5910,A05914,32,101017.07,,M,,1,TYPE-A,40,3,ANNUAL,1231777,20110830,,INFORCE
9774,A09779,17,101000.8,,M,499992,2,TYPE-A,68,0,ANNUAL,1457911,20130924,,INFORCE
4347,A04349,27,100000,,,,1,TYPE-B,59,0,ANNUAL,531077,20100730,20120926,CANCELLED
378,A00379,12,100000,S,M,260004,1,TYPE-B,26,0,ANNUAL,138366,20080331,20100527,CANCELLED
3106,A03107,27,100000,M,M,349992,5,TYPE-B,36,3,ANNUAL,756688,20100226,,INFORCE
1335,A01336,17,100000,M,M,600000,1,TYPE-B,30,1,ANNUAL,287233,20090227,20100427,CANCELLED
10042,A10047,97,176605.31,,M,,6,TYPE-A,73,0,ANNUAL,1440266,20131015,,INFORCE
2716,A02717,27,100000,S,M,350004,1,TYPE-B,24,0,ANNUAL,828633,20100112,,INFORCE
8866,A08871,17,130563.6,M,M,600000,1,TYPE-A,61,2,MONTHLY,343344,20130415,,INFORCE
4706,A04709,43,100000,M,M,2499996,1,TYPE-B,51,1,ANNUAL,739200,20100831,20111027,CANCELLED
5227,A05230,12,100000,S,M,549996,1,TYPE-B,28,0,SEMI-ANNUAL,1173288,20110112,20130313,CANCELLED
7234,A07239,12,100000,M,M,600000,2,TYPE-B,27,1,ANNUAL,1191922,20120730,20130926,CANCELLED
1811,A01812,12,100000,M,F,300000,1,TYPE-B,42,3,ANNUAL,238333,20090626,,INFORCE
1894,A01895,17,100000,M,F,499992,1,TYPE-B,26,2,ANNUAL,668522,20090722,,INFORCE
8520,A08525,17,200000.19,M,M,999996,2,TYPE-A,56,1,ANNUAL,1296300,20130331,,INFORCE
7706,A07711,17,206190.13,,M,349992,1,TYPE-A,64,2,ANNUAL,343477,20121217,,INFORCE
1189,A01190,22,100000,S,M,399996,1,TYPE-B,26,0,SEMI-ANNUAL,499633,20090106,20100307,CANCELLED
7655,A07660,12,100000,M,M,399996,1,TYPE-B,46,2,ANNUAL,261500,20121228,,INFORCE
7586,A07591,17,100476.96,M,F,399996,1,TYPE-A,33,1,MONTHLY,343477,20121129,,INFORCE
3454,A03456,54,100000,S,M,399996,1,TYPE-B,40,0,SEMI-ANNUAL,660133,20100326,,INFORCE
5707,A05710,59,129962.47,M,M,500004,1,TYPE-A,46,3,ANNUAL,1176688,20110331,,INFORCE
6253,A06258,12,250000,,M,249996,1,TYPE-B,60,0,SEMI-ANNUAL,1154511,20111230,20120827,CANCELLED
4908,A04911,22,100000,M,M,450000,1,TYPE-B,40,3,ANNUAL,1147344,20101018,,INFORCE
4339,A04341,41,130000,,,,6,TYPE-B,90,2,ANNUAL,923566,20100730,,INFORCE
8970,A08975,17,252819.57,,M,799992,1,TYPE-A,68,3,ANNUAL,343344,20130514,,INFORCE
3992,A03994,38,100000,W,F,200004,1,TYPE-B,57,0,SEMI-ANNUAL,813988,20100531,,INFORCE
7759,A07764,22,100000.42,,M,,6,TYPE-A,75,0,ANNUAL,1340122,20121227,,INFORCE
1030,A01031,44,100000,M,M,999996,1,TYPE-B,40,2,ANNUAL,411244,20081208,,INFORCE
5007,A05010,17,100515.25,S,M,450000,1,TYPE-A,25,0,ANNUAL,1003666,20101126,20111226,CANCELLED
7654,A07659,17,103884.14,,M,999996,1,TYPE-A,46,0,ANNUAL,343344,20121211,,INFORCE
3774,A03776,32,100000,M,M,350004,1,TYPE-B,63,3,ANNUAL,962177,20100421,,INFORCE
7267,A07272,12,100000,M,M,1999992,2,TYPE-B,56,3,ANNUAL,1247777,20120807,20131006,CANCELLED
7895,A07900,12,100000,M,M,399996,2,TYPE-B,37,3,ANNUAL,1377300,20130114,,INFORCE
1755,A01756,12,100000,M,F,350004,1,TYPE-B,51,2,ANNUAL,692699,20090626,,INFORCE
9911,A09916,79,101999.16,,M,375000,1,TYPE-A,53,0,SEMI-ANNUAL,1469244,20131007,,INFORCE
7047,A07052,27,118211.04,S,M,600000,1,TYPE-A,28,0,MONTHLY,20433,20120614,,INFORCE
110,A00111,12,240001.92,,,,1,TYPE-B,59,0,MONTHLY,125500,20071227,20080626,CANCELLED
8200,A08205,22,124999.78,M,F,249996,2,TYPE-A,35,1,ANNUAL,1289499,20130226,,INFORCE
8165,A08170,17,123232.16,M,F,,6,TYPE-A,58,3,SEMI-ANNUAL,343344,20130222,,INFORCE
2917,A02918,22,120000,,,,6,TYPE-B,64,0,SEMI-ANNUAL,183611,20100215,20101012,CANCELLED
1515,A01516,17,100000,M,F,500004,1,TYPE-B,42,2,ANNUAL,405155,20090330,20100527,CANCELLED
9548,A09553,22,105674.66,,M,2499996,1,TYPE-A,56,0,ANNUAL,773733,20130830,,INFORCE
9389,A09394,96,104795.16,,F,450000,2,TYPE-A,63,0,SEMI-ANNUAL,1443200,20130731,,INFORCE
8719,A08724,89,299999.95,,M,,6,TYPE-A,77,0,ANNUAL,1388811,20130331,,INFORCE
2263,A02264,23,100000,M,M,800004,1,TYPE-B,62,1,ANNUAL,213111,20091028,,INFORCE
8803,A08808,81,150099.04,M,F,900000,2,TYPE-A,22,3,ANNUAL,1401599,20130331,,INFORCE
6483,A06488,12,250000,M,M,450000,2,TYPE-B,38,2,ANNUAL,1265799,20120227,,INFORCE
893,A00894,33,100000,M,M,900000,1,TYPE-B,52,2,SEMI-ANNUAL,347999,20081024,,INFORCE
1490,A01491,28,500000,M,M,6464172,1,TYPE-B,47,3,ANNUAL,101788,20090331,20110527,CANCELLED
1850,A01851,12,120000.96,M,M,474996,1,TYPE-B,41,1,MONTHLY,370544,20090702,20091031,CANCELLED
324,A00325,17,100000,M,M,1200000,1,TYPE-B,47,1,ANNUAL,204022,20080326,20110525,CANCELLED
1215,A01216,17,100000,M,F,420000,1,TYPE-B,35,3,ANNUAL,457311,20090115,,INFORCE
2933,A02934,40,100000,M,F,180000,1,TYPE-B,55,2,QUARTERLY,448099,20100216,,INFORCE
7261,A07266,81,149999.6,,M,999996,1,TYPE-A,54,0,ANNUAL,959322,20120808,,INFORCE
6803,A06808,27,499999.47,M,M,1500000,1,TYPE-A,35,1,ANNUAL,939377,20120330,,INFORCE
8898,A08903,17,111703.38,,M,600000,2,TYPE-A,45,0,ANNUAL,599099,20130423,,INFORCE
8715,A08720,12,1000000,M,F,1500000,2,TYPE-B,44,1,ANNUAL,1401844,20130331,,INFORCE
10075,A10080,17,253601.59,,M,199992,2,TYPE-A,50,0,ANNUAL,1442511,20131028,,INFORCE
1129,A01130,22,100000,M,M,450000,1,TYPE-B,37,3,ANNUAL,558300,20090109,20100309,CANCELLED
5169,A05172,56,100312.87,M,M,500004,1,TYPE-A,48,2,ANNUAL,824055,20101229,20120127,CANCELLED
2918,A02919,36,100000,M,M,300000,1,TYPE-B,59,3,ANNUAL,733644,20100209,,INFORCE
3084,A03085,57,100000,M,F,200004,1,TYPE-B,38,1,ANNUAL,432077,20100226,,INFORCE
2795,A02796,45,400000,M,M,900000,1,TYPE-B,50,1,ANNUAL,739300,20100125,20110326,CANCELLED
4288,A04290,48,147000,M,M,950004,1,TYPE-B,47,3,ANNUAL,925400,20100728,20110926,CANCELLED
798,A00799,12,120000.96,M,M,900000,1,TYPE-B,41,3,MONTHLY,239644,20081013,20090211,CANCELLED
734,A00735,56,120000.96,S,M,240000,1,TYPE-B,26,0,MONTHLY,328044,20080829,,INFORCE
9317,A09322,22,188903.45,,F,999996,2,TYPE-A,70,1,ANNUAL,348000,20130731,,INFORCE
2244,A02245,13,1000000,M,F,999996,1,TYPE-B,71,3,SEMI-ANNUAL,280477,20091026,,INFORCE
178,A00179,32,103950,M,M,240000,1,TYPE-B,53,2,ANNUAL,109111,20080130,20090329,CANCELLED
6292,A06297,17,100000.38,M,M,600000,2,TYPE-A,63,1,SEMI-ANNUAL,1132722,20120213,,INFORCE
10302,A10307,82,121000.29,,M,799992,1,TYPE-A,59,0,ANNUAL,1416000,20131126,,INFORCE
1174,A01175,57,192001.56,S,M,300000,1,TYPE-B,25,0,MONTHLY,343411,20081231,20090429,CANCELLED
6310,A06315,79,131700.2,,M,1234992,2,TYPE-A,65,0,ANNUAL,1290566,20120125,,INFORCE
1831,A01832,12,100000,,,,1,TYPE-B,55,0,ANNUAL,461211,20090630,,INFORCE
10255,A10260,17,127537.53,M,M,600000,2,TYPE-A,60,2,ANNUAL,343466,20131119,,INFORCE
5866,A05870,12,100000,,F,219996,1,TYPE-B,50,0,SEMI-ANNUAL,293011,20110729,20120328,CANCELLED
10139,A10144,17,122470.92,M,F,459996,2,TYPE-A,63,3,MONTHLY,584655,20131031,,INFORCE
7831,A07836,12,200000,S,M,780000,1,TYPE-B,33,0,ANNUAL,1380399,20121231,,INFORCE
3201,A03203,27,100000,S,M,800004,1,TYPE-B,29,0,ANNUAL,828633,20100310,,INFORCE
198,A00199,12,150000,M,M,600000,1,TYPE-B,30,3,SEMI-ANNUAL,3455,20080201,,INFORCE
7256,A07261,12,100000,M,M,300000,2,TYPE-B,37,2,ANNUAL,1296622,20120806,20130926,CANCELLED
4087,A04089,17,101250.72,M,M,500004,1,TYPE-B,29,1,MONTHLY,1081900,20100625,20111224,CANCELLED
548,A00549,17,100000,,,,1,TYPE-B,53,0,ANNUAL,47399,20080625,20090824,CANCELLED
7453,A07458,12,500000,M,M,649992,1,TYPE-B,37,1,ANNUAL,1219222,20121031,,INFORCE
10085,A10090,17,150000.18,M,M,399996,1,TYPE-A,21,1,ANNUAL,1277233,20131024,,INFORCE
9901,A09906,58,350011.01,,F,600000,2,TYPE-A,69,2,ANNUAL,231422,20131029,,INFORCE
2532,A02533,17,1000000,,,,1,TYPE-B,63,0,SEMI-ANNUAL,614377,20091231,,INFORCE
2314,A02315,22,120000,M,M,,6,TYPE-B,62,2,MONTHLY,351177,20091113,,INFORCE
7181,A07186,17,123692.04,M,F,300000,1,TYPE-A,37,3,MONTHLY,680855,20120719,,INFORCE
66,A00067,12,100000,M,M,399996,1,TYPE-B,34,3,QUARTERLY,68022,20071105,,INFORCE
3260,A03262,27,100000.8,M,M,399996,1,TYPE-B,45,1,MONTHLY,383633,20100317,,INFORCE
2572,A02573,17,100000,M,M,800004,1,TYPE-B,54,1,SEMI-ANNUAL,472055,20100112,,INFORCE
6141,A06146,12,100000,M,M,1500000,1,TYPE-B,38,3,ANNUAL,1271099,20111130,,INFORCE
6830,A06835,12,100000,S,M,450000,2,TYPE-B,35,0,ANNUAL,1115800,20120330,20130527,CANCELLED
622,A00623,12,100000,S,M,800004,1,TYPE-B,22,0,SEMI-ANNUAL,172133,20080725,20110923,CANCELLED
1681,A01682,17,124999.78,M,F,350004,1,TYPE-B,45,1,ANNUAL,417911,20090527,,INFORCE
787,A00788,17,100000,M,M,600000,1,TYPE-B,54,2,ANNUAL,184300,20080924,,INFORCE
3332,A03334,31,100002,M,M,,6,TYPE-B,64,2,ANNUAL,504511,20100319,,INFORCE
5362,A05365,12,300000,,M,,1,TYPE-B,65,1,ANNUAL,872033,20110228,20120428,CANCELLED
7880,A07885,17,122611.57,M,F,499992,1,TYPE-A,60,1,ANNUAL,343344,20130109,,INFORCE
3280,A03282,38,1500000,M,M,116004,1,TYPE-B,57,3,SINGLE-PREMIUM,313888,20100317,,INFORCE
8855,A08860,17,199998.92,,M,699996,2,TYPE-A,73,0,SEMI-ANNUAL,348000,20130412,20131112,CANCELLED
6025,A06030,12,200000,M,F,958944,1,TYPE-B,53,3,SEMI-ANNUAL,360233,20111031,,INFORCE
7523,A07528,12,300000,,F,750000,2,TYPE-B,30,1,SEMI-ANNUAL,1219222,20121123,20130722,CANCELLED
8962,A08967,61,100000.2,M,M,600000,1,TYPE-A,44,1,ANNUAL,1277233,20130515,,INFORCE
7912,A07917,100,104476.32,,M,450000,2,TYPE-A,27,0,SEMI-ANNUAL,1370544,20130114,,INFORCE
478,A00479,46,100000,M,M,399996,1,TYPE-B,38,2,ANNUAL,208211,20080506,,INFORCE
6147,A06152,12,200000,M,F,750000,2,TYPE-B,41,3,ANNUAL,249699,20111207,20130205,CANCELLED
2647,A02648,17,100000,S,M,372000,1,TYPE-B,37,0,ANNUAL,853222,20091231,,INFORCE
7520,A07525,17,208005.8,M,F,600000,1,TYPE-A,41,1,QUARTERLY,343344,20121217,,INFORCE
8584,A08589,17,155000.22,M,F,499992,1,TYPE-A,41,2,ANNUAL,343344,20130328,,INFORCE
1033,A01034,14,100000,M,M,,6,TYPE-B,70,1,QUARTERLY,343511,20081210,20110507,CANCELLED
5058,A05061,68,110567,M,M,2300004,1,TYPE-A,37,1,ANNUAL,898822,20110118,20120217,CANCELLED
2598,A02599,17,100000,S,M,900000,1,TYPE-B,29,0,ANNUAL,448099,20091231,,INFORCE
9966,A09971,17,121195.32,M,M,499992,1,TYPE-A,36,2,MONTHLY,343399,20131007,,INFORCE
6027,A06032,12,100000,,M,604968,1,TYPE-B,46,1,ANNUAL,1186099,20111031,20121227,CANCELLED
10320,A10325,22,200004.99,M,M,3600000,1,TYPE-A,40,3,ANNUAL,1488211,20131128,,INFORCE
344,A00345,41,100000,,,,1,TYPE-B,57,1,ANNUAL,119066,20080325,,INFORCE
4381,A04383,27,100000,M,M,800004,1,TYPE-B,41,2,ANNUAL,879988,20100812,20111011,CANCELLED
1871,A01872,17,100000,S,F,699996,1,TYPE-B,46,0,ANNUAL,20188,20090713,20100909,CANCELLED
6860,A06865,12,300000,M,F,699996,2,TYPE-B,28,1,ANNUAL,1112411,20120330,,INFORCE
8574,A08579,17,123707.97,M,M,349992,2,TYPE-A,48,2,ANNUAL,343466,20130328,,INFORCE
9949,A09954,76,149999.86,M,M,399996,2,TYPE-A,26,3,ANNUAL,1435999,20130930,,INFORCE
2888,A02889,32,100000,M,M,,6,TYPE-B,63,2,ANNUAL,632811,20100129,,INFORCE
220,A00221,32,100000,M,M,600000,1,TYPE-B,53,2,ANNUAL,138722,20080213,,INFORCE
9522,A09527,12,250002,M,F,900000,2,TYPE-B,64,2,MONTHLY,1263222,20130827,,INFORCE
9913,A09918,17,190065.96,M,M,1099992,2,TYPE-A,53,3,MONTHLY,343344,20130930,,INFORCE
4393,A04395,27,100000,M,M,500004,1,TYPE-B,36,3,SEMI-ANNUAL,1026022,20100813,,INFORCE
4016,A04018,68,150000,S,M,1241004,1,TYPE-B,24,0,ANNUAL,1048922,20100608,,INFORCE
8513,A08518,17,124000.02,M,M,750000,,TYPE-A,48,3,ANNUAL,1288311,20130325,,INFORCE
4248,A04250,27,120000,M,F,200004,1,TYPE-B,68,1,MONTHLY,1112633,20100722,,INFORCE
9485,A09490,17,100000.33,M,M,499992,2,TYPE-A,46,2,ANNUAL,1305499,20130813,,INFORCE
6428,A06433,12,252200,,M,499992,1,TYPE-B,63,0,ANNUAL,807544,20120221,,INFORCE
7582,A07587,12,200000,M,M,1749996,1,TYPE-B,46,2,ANNUAL,1268822,20121130,,INFORCE
7533,A07538,27,154949.64,S,M,499992,1,TYPE-A,25,0,MONTHLY,343344,20121121,,INFORCE
6967,A06972,88,151304.53,,M,1099992,2,TYPE-A,43,0,ANNUAL,1219322,20120425,20130525,CANCELLED
4241,A04243,27,100000,M,M,549996,1,TYPE-B,42,3,ANNUAL,1082944,20100723,20120921,CANCELLED
4560,A04563,27,100000,M,M,1400004,1,TYPE-B,39,2,ANNUAL,1082366,20100830,,INFORCE
9423,A09428,27,207999.92,,M,,6,TYPE-A,68,0,ANNUAL,20300,20130731,,INFORCE
5281,A05284,12,199990,,M,,1,TYPE-B,54,0,ANNUAL,113155,20110128,20120328,CANCELLED
2881,A02882,37,100000,M,F,349992,1,TYPE-B,58,2,ANNUAL,865288,20100129,,INFORCE
1677,A01678,12,100000,M,M,600000,1,TYPE-B,45,3,ANNUAL,664555,20090513,,INFORCE
8094,A08099,17,100000.41,S,M,399996,5,TYPE-A,24,0,ANNUAL,1341700,20130213,,INFORCE
901,A00902,35,100000,M,M,999996,1,TYPE-B,49,1,ANNUAL,104633,20081029,20111224,CANCELLED
7685,A07690,27,163405.9,M,M,399996,2,TYPE-A,55,1,ANNUAL,343344,20121217,,INFORCE
2296,A02297,23,100000,M,F,300000,1,TYPE-B,61,1,QUARTERLY,348355,20091104,,INFORCE
9477,A09482,27,134359.16,M,M,383784,2,TYPE-A,50,2,SEMI-ANNUAL,1443455,20130813,,INFORCE
5076,A05079,67,119996.4,M,F,339996,1,TYPE-A,37,3,MONTHLY,1143044,20101220,20110304,CANCELLED
296,A00297,54,100000.8,M,M,543996,1,TYPE-B,29,3,MONTHLY,13944,20080312,,INFORCE
9096,A09101,17,120000.68,M,M,399996,2,TYPE-A,48,1,QUARTERLY,343488,20130612,,INFORCE
4153,A04155,41,483279,M,M,600000,1,TYPE-B,53,1,ANNUAL,739200,20100630,,INFORCE
4731,A04734,54,100000,M,M,699996,1,TYPE-B,40,3,ANNUAL,188777,20100831,20111027,CANCELLED
27,A00028,12,100000,M,M,360000,1,TYPE-B,59,3,SEMI-ANNUAL,7999,20070709,,INFORCE
4755,A04758,22,100000,M,M,,6,TYPE-B,73,2,ANNUAL,343344,20100831,,INFORCE
9012,A09017,12,100000,M,F,319992,2,TYPE-B,41,3,ANNUAL,1393177,20130528,,INFORCE
7172,A07177,17,130014.36,S,F,999996,1,TYPE-A,48,0,MONTHLY,343344,20120720,,INFORCE
8288,A08293,17,127255.2,S,F,249996,1,TYPE-A,36,0,MONTHLY,343344,20130311,,INFORCE
3248,A03250,22,100000,M,M,500004,1,TYPE-B,38,1,ANNUAL,558700,20100315,,INFORCE
9074,A09079,79,249999.81,,F,649992,1,TYPE-A,50,0,ANNUAL,1379355,20130531,,INFORCE
2580,A02581,17,100000,M,F,300000,1,TYPE-B,35,3,ANNUAL,583855,20100107,20110308,CANCELLED
5118,A05121,74,123633.57,S,F,600000,1,TYPE-A,28,0,ANNUAL,910399,20101221,,INFORCE
5916,A05920,102,137790.72,,M,450000,1,TYPE-A,39,0,MONTHLY,768088,20110830,,INFORCE
1370,A01371,22,119999.88,M,M,240000,1,TYPE-B,37,2,MONTHLY,552599,20090331,20090727,CANCELLED
10211,A10216,32,125040,S,F,288000,1,TYPE-A,28,0,MONTHLY,1414999,20131114,,INFORCE
7539,A07544,102,295518.06,,M,,6,TYPE-A,63,0,ANNUAL,1347266,20121121,,INFORCE
5583,A05586,12,400000,S,F,399996,1,TYPE-B,29,0,ANNUAL,1192488,20110325,20120524,CANCELLED
5651,A05654,65,150895.18,M,M,237000,1,TYPE-A,40,2,ANNUAL,1159888,20110331,,INFORCE
681,A00682,17,100000,M,M,350004,1,TYPE-B,34,2,SEMI-ANNUAL,197822,20080822,20090423,CANCELLED
3159,A03161,27,100000,M,M,399996,1,TYPE-B,30,1,ANNUAL,873622,20100309,,INFORCE
2987,A02988,12,100000,W,F,,4,TYPE-B,50,0,ANNUAL,872388,20100218,,INFORCE
1882,A01883,17,119996.64,,,,1,TYPE-B,48,0,MONTHLY,102599,20090721,,INFORCE
1940,A01941,74,100000,,,,1,TYPE-B,38,0,ANNUAL,446733,20090731,,INFORCE
3296,A03298,42,100000,M,M,399996,1,TYPE-B,53,2,ANNUAL,628844,20100317,,INFORCE
3534,A03536,41,150000,M,M,500004,1,TYPE-B,54,1,ANNUAL,828633,20100331,,INFORCE
3729,A03731,12,100000,M,M,549996,1,TYPE-B,30,3,ANNUAL,709299,20100412,20110609,CANCELLED
6714,A06719,32,100000.46,M,M,900000,2,TYPE-A,46,3,ANNUAL,1289355,20120320,20130419,CANCELLED
1181,A01182,9,150001.2,S,F,600000,1,TYPE-B,27,0,MONTHLY,260655,20090102,20090501,CANCELLED
1375,A01376,12,200000,M,M,1200000,1,TYPE-B,44,1,ANNUAL,592066,20090313,,INFORCE
5632,A05635,12,115390.92,,M,,1,TYPE-B,52,2,MONTHLY,750877,20110331,20110727,CANCELLED
4914,A04917,17,100492.81,,F,,1,TYPE-A,54,0,ANNUAL,910399,20101029,,INFORCE
626,A00627,12,102000,M,M,399996,1,TYPE-B,47,1,SEMI-ANNUAL,264577,20080728,,INFORCE
2112,A02113,18,375000,M,M,1999992,1,TYPE-B,66,1,ANNUAL,200533,20090924,,INFORCE
6264,A06269,12,135000,,M,,1,TYPE-B,41,0,ANNUAL,1288544,20120109,20130310,CANCELLED
7524,A07529,12,120000.96,M,F,300000,2,TYPE-B,34,2,MONTHLY,102611,20121123,,INFORCE
7067,A07072,12,201000,M,F,499992,2,TYPE-B,59,2,ANNUAL,1219955,20120628,,INFORCE
7704,A07709,17,120887.46,M,M,499992,1,TYPE-A,57,1,ANNUAL,343344,20121217,,INFORCE
4180,A04182,41,150000,M,M,999996,1,TYPE-B,54,3,ANNUAL,883833,20100706,20110831,CANCELLED
7532,A07537,78,129744.36,S,M,499992,1,TYPE-A,25,0,MONTHLY,343344,20121122,,INFORCE
4486,A04488,32,100000,M,M,1099992,1,TYPE-B,62,3,SEMI-ANNUAL,825144,20100830,,INFORCE
1462,A01463,40,250000,M,M,699996,1,TYPE-B,45,3,ANNUAL,607133,20090325,20100524,CANCELLED
2887,A02888,50,100000,M,F,549996,1,TYPE-B,45,3,ANNUAL,818399,20100202,,INFORCE
5205,A05208,12,100002,M,M,350004,1,TYPE-B,62,2,ANNUAL,1168811,20110117,,INFORCE
684,A00685,57,100000,S,M,399996,1,TYPE-B,25,0,SEMI-ANNUAL,66200,20080822,20091021,CANCELLED
7769,A07774,12,177738,M,M,300000,1,TYPE-B,37,3,SEMI-ANNUAL,1135799,20130109,20130907,CANCELLED
8145,A08150,17,103090.03,M,F,499992,2,TYPE-A,34,2,ANNUAL,1330699,20130219,,INFORCE
1366,A01367,22,101355,M,M,600000,1,TYPE-B,35,2,SEMI-ANNUAL,587044,20090312,,INFORCE
3916,A03918,12,120000.96,M,M,500004,1,TYPE-B,49,1,MONTHLY,941055,20100526,20100924,CANCELLED
10159,A10164,22,100000.48,,F,3799992,2,TYPE-A,38,0,ANNUAL,923455,20131031,,INFORCE
2639,A02640,12,100000,M,M,249996,1,TYPE-B,41,2,ANNUAL,325777,20091231,,INFORCE
9801,A09806,77,101316.84,,M,1899996,1,TYPE-A,30,3,MONTHLY,1410655,20130925,,INFORCE
9365,A09370,72,299999.95,,F,109992,1,TYPE-A,57,0,ANNUAL,1440222,20130726,,INFORCE
8127,A08132,27,100007.51,M,M,6000000,2,TYPE-A,42,2,ANNUAL,1358033,20130218,,INFORCE
2300,A02301,12,100000,M,F,,4,TYPE-B,51,2,ANNUAL,616033,20091106,,INFORCE
2938,A02939,12,100000,S,M,999996,1,TYPE-B,34,0,SEMI-ANNUAL,738600,20100216,,INFORCE
6138,A06143,12,500000,M,M,2277996,2,TYPE-B,64,3,ANNUAL,1182811,20111130,,INFORCE
8972,A08977,22,100000,,M,699996,2,TYPE-B,50,0,ANNUAL,596899,20130527,,INFORCE
5421,A05424,54,179997.36,S,M,600000,1,TYPE-A,50,0,MONTHLY,1132133,20110228,20110513,CANCELLED
1979,A01980,34,100000,S,M,8499996,1,TYPE-B,51,0,ANNUAL,737722,20090813,,INFORCE
3803,A03805,30,700000,M,M,1500000,1,TYPE-B,65,3,ANNUAL,978822,20100427,,INFORCE
5070,A05073,92,100514.82,,M,,1,TYPE-A,36,0,ANNUAL,862244,20101220,,INFORCE
4672,A04675,63,100000,S,M,350004,1,TYPE-B,29,0,ANNUAL,1102655,20100831,,INFORCE
10213,A10218,22,100000.08,M,M,600000,1,TYPE-A,39,3,SEMI-ANNUAL,343500,20131113,,INFORCE
9858,A09863,12,125001,S,M,480000,1,TYPE-B,25,0,MONTHLY,1466333,20130930,,INFORCE
2280,A02281,58,100000,,,,1,TYPE-B,49,0,ANNUAL,667599,20091030,,INFORCE
6149,A06154,27,119995.56,M,M,1599996,1,TYPE-A,36,2,MONTHLY,21011,20111130,,INFORCE
4467,A04469,17,200000,S,M,,6,TYPE-B,77,0,ANNUAL,1119955,20100823,20111022,CANCELLED
7905,A07910,17,248450.64,,M,,6,TYPE-A,65,3,QUARTERLY,348355,20130111,,INFORCE
4130,A04132,43,200000,M,M,789996,1,TYPE-B,51,2,ANNUAL,739299,20100629,20120827,CANCELLED
6537,A06542,12,130000,M,M,679992,1,TYPE-B,36,3,ANNUAL,1243500,20120309,20130508,CANCELLED
10163,A10168,17,199999.62,,M,699996,1,TYPE-A,64,0,ANNUAL,343500,20131031,,INFORCE
1784,A01785,12,100000,M,M,500004,1,TYPE-B,51,1,ANNUAL,435055,20090629,,INFORCE
3182,A03184,36,100000,M,F,,4,TYPE-B,58,2,ANNUAL,383755,20100308,,INFORCE
494,A00495,12,120000.96,M,M,800004,1,TYPE-B,34,2,MONTHLY,245933,20080516,20090515,CANCELLED
7932,A07937,22,100001.16,M,M,499992,2,TYPE-A,48,1,MONTHLY,1328522,20130117,20130502,CANCELLED
4483,A04485,17,100000,M,F,324996,1,TYPE-B,30,1,ANNUAL,599966,20100826,20111025,CANCELLED
2860,A02861,40,300000,M,M,900000,1,TYPE-B,55,3,ANNUAL,309877,20100129,20110329,CANCELLED
6512,A06517,99,101550,,M,465000,2,TYPE-A,4,0,ANNUAL,1269711,20120229,,INFORCE
4041,A04043,20,200000,M,M,699996,1,TYPE-B,74,3,ANNUAL,20188,20100614,,INFORCE
7737,A07742,22,123708.08,,F,600000,2,TYPE-A,50,0,ANNUAL,1325466,20121220,,INFORCE
2897,A02898,17,120000.96,M,M,500004,1,TYPE-B,39,2,MONTHLY,859711,20100215,20101114,CANCELLED
366,A00367,61,100000.19,,,,1,TYPE-B,46,0,ANNUAL,10077,20080331,,INFORCE
849,A00850,12,160001.28,S,M,800004,1,TYPE-B,26,0,MONTHLY,399644,20081006,20090204,CANCELLED
